optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2_weight_decay,True,0.0,0.0,0.01,0.8605504587155963,0.87
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,True,0.0,0.002,0.0,0.8596330275229358,0.884
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.1,0.0001,0.0,0.8596330275229358,0.88
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2_weight_decay,True,0.0,0.0,1e-05,0.8587155963302753,0.878
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2_weight_decay,False,0.0,0.0,1e-05,0.8587155963302753,0.878
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,1e-05,0.0,0.8587155963302753,0.89
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.05,0.0002,0.0,0.8577981651376146,0.874
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l1,False,0.1,0.0,0.0,0.8577981651376146,0.858
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.05,0.001,0.0,0.8577981651376146,0.86
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,2e-05,0.0,0.8577981651376146,0.898
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l1,True,0.05,0.0,0.0,0.8568807339449541,0.898
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,0.0002,0.0,0.8559633027522936,0.87
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,False,0.0,0.002,0.0,0.8559633027522936,0.862
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,0.0001,0.0,0.8550458715596331,0.87
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.01,0.0001,0.0,0.8541284403669724,0.868
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.001,1e-05,0.0,0.8541284403669724,0.874
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l1,False,0.05,0.0,0.0,0.8541284403669724,0.884
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.05,0.002,0.0,0.8532110091743119,0.892
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.1,0.002,0.0,0.8532110091743119,0.84
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,0.0001,0.0,0.8532110091743119,0.862
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.005,0.0002,0.0,0.8522935779816514,0.854
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.005,0.0001,0.0,0.8522935779816514,0.89
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.1,0.0002,0.0,0.8522935779816514,0.862
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.001,1e-05,0.0,0.8522935779816514,0.882
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.01,0.0001,0.0,0.8513761467889909,0.864
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.005,1e-05,0.0,0.8513761467889909,0.888
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,0.002,0.0,0.8513761467889909,0.866
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,0.0002,0.0,0.8513761467889909,0.872
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l1,False,0.001,0.0,0.0,0.8513761467889909,0.874
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.005,0.002,0.0,0.8504587155963302,0.878
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,True,0.0,0.001,0.0,0.8504587155963302,0.898
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,False,0.0,1e-05,0.0,0.8495412844036697,0.872
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,2e-05,0.0,0.8486238532110092,0.868
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.005,0.001,0.0,0.8477064220183487,0.864
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.05,0.0001,0.0,0.8477064220183487,0.868
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.005,0.0002,0.0,0.846788990825688,0.882
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.001,0.0001,0.0,0.846788990825688,0.878
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.001,0.002,0.0,0.8458715596330275,0.866
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.1,0.001,0.0,0.8458715596330275,0.854
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,True,0.0,0.0002,0.0,0.8458715596330275,0.858
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.005,0.002,0.0,0.8458715596330275,0.866
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2_weight_decay,False,0.0,0.0,0.0001,0.844954128440367,0.874
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l1,False,0.005,0.0,0.0,0.8403669724770643,0.85
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.001,0.001,0.0,0.8403669724770643,0.88
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,0.002,0.0,0.8394495412844036,0.868
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,0.001,0.0,0.8394495412844036,0.822
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.005,0.01,0.0,0.8357798165137614,0.866
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,True,0.0,0.01,0.0,0.8348623853211009,0.852
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,0.001,0.0,0.8330275229357799,0.868
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.001,0.002,0.0,0.8302752293577982,0.852
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.001,0.01,0.0,0.8229357798165138,0.85
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,l2,False,0.0,0.01,0.0,0.8211009174311926,0.834
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.01,0.002,0.0,0.8201834862385321,0.848
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.05,0.01,0.0,0.8165137614678899,0.84
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.001,0.01,0.0,0.8155963302752294,0.852
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.01,0.01,0.0,0.810091743119266,0.814
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.01,0.002,0.0,0.8055045871559633,0.838
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.05,0.01,0.0,0.8009174311926606,0.83
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.1,0.01,0.0,0.7944954128440367,0.794
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.01,0.01,0.0,0.7908256880733945,0.81
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,False,0.005,0.01,0.0,0.7889908256880734,0.816
<class 'torch.optim.adamw.AdamW'>,0.0005,32,190,both,True,0.1,0.01,0.0,0.771559633027523,0.786
