optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2,False,0.0,0.002,0.0,0.8422018348623853,0.852
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.005,0.002,0.0,0.8422018348623853,0.85
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l1,False,0.1,0.0,0.0,0.8412844036697248,0.874
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.001,0.001,0.0,0.8403669724770643,0.856
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2,False,0.0,0.0002,0.0,0.8394495412844036,0.866
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.05,0.0001,0.0,0.8385321100917431,0.868
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l1,True,0.1,0.0,0.0,0.8385321100917431,0.878
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.1,1e-05,0.0,0.8376146788990826,0.87
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.01,0.002,0.0,0.8348623853211009,0.874
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.1,2e-05,0.0,0.8348623853211009,0.856
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.005,0.001,0.0,0.8339449541284404,0.88
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.05,0.002,0.0,0.8330275229357799,0.822
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.05,0.0002,0.0,0.8302752293577982,0.852
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.05,0.002,0.0,0.8275229357798165,0.846
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.005,0.01,0.0,0.8201834862385321,0.82
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.005,0.01,0.0,0.818348623853211,0.838
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.001,0.01,0.0,0.8155963302752294,0.818
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.1,0.001,0.0,0.810091743119266,0.846
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.01,0.01,0.0,0.8091743119266055,0.852
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.001,0.01,0.0,0.8045871559633028,0.848
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2_weight_decay,True,0.0,0.0,0.01,0.8036697247706422,0.828
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.01,0.01,0.0,0.8009174311926606,0.822
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2,True,0.0,0.01,0.0,0.7880733944954128,0.816
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.05,0.01,0.0,0.7871559633027523,0.792
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2_weight_decay,False,0.0,0.0,0.01,0.7798165137614679,0.828
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.05,0.01,0.0,0.755045871559633,0.786
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,False,0.1,0.01,0.0,0.7504587155963303,0.74
<class 'torch.optim.adam.Adam'>,0.0005,16,170,both,True,0.1,0.01,0.0,0.7376146788990826,0.766
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2_weight_decay,False,0.0,0.0,0.1,0.24220183486238533,0.188
<class 'torch.optim.adam.Adam'>,0.0005,16,170,l2_weight_decay,True,0.0,0.0,0.1,0.21100917431192662,0.13
