optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.01,0.001,0.0,0.8541284403669724,0.862
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.001,0.001,0.0,0.8513761467889909,0.866
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,False,0.0,0.0,0.001,0.8513761467889909,0.888
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.05,1e-05,0.0,0.8513761467889909,0.866
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.005,1e-05,0.0,0.8513761467889909,0.886
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.005,0.001,0.0,0.8504587155963302,0.862
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.05,1e-05,0.0,0.8504587155963302,0.854
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.1,0.001,0.0,0.8504587155963302,0.85
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.001,0.0002,0.0,0.8495412844036697,0.868
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.005,0.001,0.0,0.8495412844036697,0.856
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.05,0.001,0.0,0.8495412844036697,0.848
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.05,0.0001,0.0,0.8495412844036697,0.868
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,False,0.0,0.0002,0.0,0.8486238532110092,0.872
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.1,0.002,0.0,0.8486238532110092,0.858
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,False,0.0,0.0,1e-05,0.8486238532110092,0.87
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.005,0.002,0.0,0.8477064220183487,0.884
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.01,0.0001,0.0,0.846788990825688,0.828
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.01,2e-05,0.0,0.846788990825688,0.862
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,False,0.0,0.0001,0.0,0.846788990825688,0.872
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.1,0.0002,0.0,0.8431192660550458,0.892
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.01,0.001,0.0,0.8422018348623853,0.844
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,True,0.0,0.002,0.0,0.8403669724770643,0.862
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.1,0.002,0.0,0.8403669724770643,0.84
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.001,0.01,0.0,0.8403669724770643,0.842
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.001,0.002,0.0,0.8394495412844036,0.836
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.05,0.002,0.0,0.8394495412844036,0.85
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.001,0.01,0.0,0.8376146788990826,0.846
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,False,0.0,0.0,0.01,0.8366972477064221,0.876
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,False,0.0,0.002,0.0,0.8357798165137614,0.854
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.05,0.002,0.0,0.8348623853211009,0.884
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.005,0.01,0.0,0.8348623853211009,0.866
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,False,0.0,0.01,0.0,0.8321100917431192,0.814
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.001,0.001,0.0,0.8321100917431192,0.854
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,True,0.0,0.0,0.001,0.8311926605504587,0.828
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.01,0.01,0.0,0.8174311926605504,0.836
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.01,0.002,0.0,0.8174311926605504,0.84
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.05,0.01,0.0,0.8137614678899082,0.808
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.1,0.01,0.0,0.8119266055045872,0.81
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,True,0.0,0.0,0.01,0.8110091743119267,0.85
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2,True,0.0,0.01,0.0,0.8073394495412844,0.854
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.05,0.01,0.0,0.8045871559633028,0.804
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.005,0.01,0.0,0.7981651376146789,0.798
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,False,0.1,0.01,0.0,0.7963302752293578,0.752
<class 'torch.optim.adam.Adam'>,0.0005,32,170,both,True,0.01,0.01,0.0,0.7935779816513762,0.776
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,True,0.0,0.0,0.1,0.24220183486238533,0.188
<class 'torch.optim.adam.Adam'>,0.0005,32,170,l2_weight_decay,False,0.0,0.0,0.1,0.24220183486238533,0.188
