optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.1,1e-05,0.0,0.8513761467889909,0.864
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.05,0.0001,0.0,0.8504587155963302,0.876
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.1,0.001,0.0,0.8495412844036697,0.864
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.1,1e-05,0.0,0.8495412844036697,0.884
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.1,0.0001,0.0,0.8486238532110092,0.882
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.001,0.002,0.0,0.8486238532110092,0.882
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l1,True,0.05,0.0,0.0,0.8486238532110092,0.856
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.01,0.002,0.0,0.8486238532110092,0.87
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.05,0.001,0.0,0.8486238532110092,0.86
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l1,False,0.1,0.0,0.0,0.8486238532110092,0.852
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.005,0.002,0.0,0.8477064220183487,0.9
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.05,0.002,0.0,0.846788990825688,0.84
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.05,0.001,0.0,0.8458715596330275,0.882
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.1,0.002,0.0,0.844954128440367,0.842
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.1,0.0001,0.0,0.844954128440367,0.88
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.001,0.002,0.0,0.844954128440367,0.866
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2,True,0.0,0.001,0.0,0.8394495412844036,0.854
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l1,True,0.1,0.0,0.0,0.8385321100917431,0.874
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2,True,0.0,0.01,0.0,0.8330275229357799,0.824
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.1,0.01,0.0,0.8275229357798165,0.822
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.001,0.01,0.0,0.8256880733944955,0.832
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2_weight_decay,True,0.0,0.0,0.01,0.8229357798165138,0.826
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.005,0.01,0.0,0.8229357798165138,0.8
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.001,0.01,0.0,0.8220183486238533,0.822
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.05,0.01,0.0,0.8201834862385321,0.818
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.01,0.01,0.0,0.8192660550458716,0.834
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.005,0.01,0.0,0.8174311926605504,0.822
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2_weight_decay,False,0.0,0.0,0.01,0.8174311926605504,0.826
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2,False,0.0,0.01,0.0,0.8155963302752294,0.824
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.05,0.01,0.0,0.8119266055045872,0.81
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,False,0.01,0.01,0.0,0.8,0.772
<class 'torch.optim.adam.Adam'>,0.0002,16,140,both,True,0.1,0.01,0.0,0.7954128440366972,0.798
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2_weight_decay,True,0.0,0.0,0.1,0.24220183486238533,0.188
<class 'torch.optim.adam.Adam'>,0.0002,16,140,l2_weight_decay,False,0.0,0.0,0.1,0.24220183486238533,0.188
