optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2_weight_decay,True,0.0,0.0,1e-05,0.8577981651376146,0.886
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.01,1e-05,0.0,0.8577981651376146,0.872
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.005,0.001,0.0,0.8568807339449541,0.874
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.005,0.0002,0.0,0.8568807339449541,0.87
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,0.0001,0.0,0.8568807339449541,0.882
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.001,0.002,0.0,0.8568807339449541,0.848
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.001,0.0002,0.0,0.8559633027522936,0.892
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.005,0.001,0.0,0.8559633027522936,0.882
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2,False,0.0,0.0002,0.0,0.8559633027522936,0.872
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.001,0.002,0.0,0.8559633027522936,0.862
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2_weight_decay,True,0.0,0.0,0.01,0.8559633027522936,0.88
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l1,True,0.05,0.0,0.0,0.8559633027522936,0.872
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,0.0001,0.0,0.8550458715596331,0.85
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.05,0.0002,0.0,0.8532110091743119,0.864
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.001,1e-05,0.0,0.8532110091743119,0.86
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.001,0.0001,0.0,0.8532110091743119,0.876
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.1,2e-05,0.0,0.8532110091743119,0.87
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,0.0002,0.0,0.8522935779816514,0.86
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.005,0.002,0.0,0.8513761467889909,0.854
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.05,2e-05,0.0,0.8513761467889909,0.868
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.005,0.002,0.0,0.8513761467889909,0.88
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,1e-05,0.0,0.8513761467889909,0.858
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.005,0.0002,0.0,0.8504587155963302,0.882
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.01,0.001,0.0,0.8504587155963302,0.858
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,0.001,0.0,0.8495412844036697,0.824
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,2e-05,0.0,0.8495412844036697,0.876
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.01,0.002,0.0,0.8495412844036697,0.862
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.1,0.002,0.0,0.8486238532110092,0.834
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.1,0.0002,0.0,0.8477064220183487,0.852
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l1,True,0.1,0.0,0.0,0.846788990825688,0.866
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,0.0002,0.0,0.8458715596330275,0.844
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,1e-05,0.0,0.844954128440367,0.848
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,0.002,0.0,0.8440366972477065,0.828
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2,False,0.0,0.002,0.0,0.8440366972477065,0.854
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,0.002,0.0,0.8412844036697248,0.844
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.001,2e-05,0.0,0.8412844036697248,0.876
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.05,0.001,0.0,0.8412844036697248,0.864
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,2e-05,0.0,0.8403669724770643,0.846
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.005,0.01,0.0,0.8385321100917431,0.83
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,0.001,0.0,0.8376146788990826,0.858
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2,False,0.0,0.01,0.0,0.8357798165137614,0.816
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.05,0.002,0.0,0.8348623853211009,0.858
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.1,0.001,0.0,0.8339449541284404,0.864
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.001,0.01,0.0,0.8330275229357799,0.834
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.01,0.01,0.0,0.8330275229357799,0.82
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l1,False,0.1,0.0,0.0,0.8293577981651377,0.848
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,l2,True,0.0,0.01,0.0,0.828440366972477,0.826
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.01,0.01,0.0,0.8275229357798165,0.814
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.001,0.01,0.0,0.8238532110091743,0.838
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.005,0.01,0.0,0.8220183486238533,0.822
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.1,0.01,0.0,0.8174311926605504,0.826
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,False,0.05,0.01,0.0,0.8045871559633028,0.83
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.05,0.01,0.0,0.7871559633027523,0.806
<class 'torch.optim.adamw.AdamW'>,0.0002,16,120,both,True,0.1,0.01,0.0,0.7770642201834862,0.808
